,PUMA,YEAR,HHWT,GQ,PERWT,SEX,AGE,MARST,RACE,HISPAN,CITIZEN,SPEAKENG,HCOVANY,HCOVPRIV,HINSEMP,HINSCAID,HINSCARE,EDUC,EMPSTAT,EMPSTATD,LABFORCE,WRKLSTWK,ABSENT,LOOKING,AVAILBLE,WRKRECAL,WORKEDYR,INCTOT,INCWAGE,INCWELFR,INCINVST,INCEARN,POVERTY,DEPARTS,ARRIVES,sim_individual_id
479,39-1000,2012,77.0,1,63.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,3,640,640,0,0,640,177,0,0,674582
480,39-1000,2012,120.0,1,85.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,6300,6300,0,0,6300,357,802,814,674630
481,39-1000,2012,264.0,1,178.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,1,0,0,0,0,0,288,0,0,674767
482,39-1000,2012,96.0,1,67.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,7600,7600,0,0,7600,501,1005,1014,674788
483,39-1000,2012,77.0,1,59.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,39000,39000,0,0,39000,480,445,504,674946
484,39-1100,2012,110.0,1,123.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,4,2,4,1,3,3500,3500,0,0,3500,316,0,0,680221
485,39-1100,2012,159.0,1,138.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,3,4,3,5,3,3,5300,5300,0,0,5300,387,732,754,680318
486,39-1100,2012,166.0,1,138.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,30,1,1,1,2,3,3,3,2200,2200,0,0,2200,45,0,0,680739
487,39-1100,2012,152.0,1,131.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,214,1635,1639,680783
488,39-1200,2012,45.0,1,45.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,1,3,30000,30000,0,0,30000,256,617,704,685972
489,39-1200,2012,106.0,1,151.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,14,2,2,4,3,5,3,3,16810,16800,0,10,16800,501,502,519,686146
490,39-1200,2012,73.0,1,107.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,3,2200,2200,0,0,2200,19,0,0,686509
491,39-1200,2012,74.0,1,109.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,1,3,3,3,3,14000,14000,0,0,14000,482,1405,1424,686614
492,39-1300,2012,140.0,1,189.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,24000,24000,0,0,24000,387,617,654,691996
493,39-1300,2012,28.0,1,34.0,1,21,1,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,33000,33000,0,0,33000,501,732,759,692095
494,39-1300,2012,6.0,4,6.0,1,21,6,1,0,0,3,2,1,1,2,1,6,1,10,2,2,4,3,5,3,3,9000,3200,0,0,3200,76,722,824,692239
495,39-1400,2012,59.0,1,99.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,11250,10600,0,650,10600,362,1005,1014,698227
496,39-1400,2012,73.0,1,126.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,1,5,1,3,12000,12000,0,0,12000,99,732,804,698517
497,39-1400,2012,88.0,1,108.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,1,3,15000,15000,0,0,15000,337,1705,1709,698598
498,39-1500,2012,43.0,1,55.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,3,3,1000,1000,0,0,1000,453,0,0,706152
499,39-1500,2012,79.0,1,123.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,3,3,3,6000,6000,0,0,6000,183,0,0,706192
500,39-1500,2012,66.0,1,82.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,501,1605,1609,706304
501,39-1500,2012,66.0,1,102.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,8430,8400,0,30,8400,487,1005,1014,706448
502,39-1500,2012,41.0,1,56.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,1,5,3,3,17700,6700,0,0,6700,501,647,659,706700
503,39-1500,2012,168.0,1,170.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,501,1405,1419,707000
504,39-1500,2012,34.0,1,33.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,7600,7600,0,0,7600,343,532,534,707124
505,39-1500,2012,130.0,1,131.0,1,21,6,1,0,0,3,2,1,1,2,1,4,2,20,2,1,1,2,4,3,2,0,0,0,0,0,32,0,0,707268
506,39-1600,2012,123.0,1,126.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,334,902,909,716538
507,39-1600,2012,25.0,3,25.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,2,4,3,5,3,3,190,190,0,0,190,0,0,0,716752
508,39-1600,2012,83.0,3,83.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,2,4,3,5,3,3,190,190,0,0,190,0,0,0,716892
509,39-1600,2012,80.0,1,75.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,391,0,0,716894
510,39-1600,2012,80.0,1,74.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,458,1735,1744,717023
511,39-1600,2012,79.0,3,79.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,2,4,3,5,3,3,190,190,0,0,190,0,0,0,717049
512,39-1600,2012,193.0,1,193.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,43000,43000,0,0,43000,360,602,604,717232
513,39-1700,2012,13.0,1,23.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,3300,3000,0,300,3000,117,0,0,722354
514,39-1700,2012,113.0,1,244.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,1,1,5,1,3,2400,2400,0,0,2400,346,1335,1404,722411
515,39-1700,2012,112.0,1,111.0,1,21,6,1,0,0,3,2,2,1,1,1,7,2,20,2,1,1,2,4,1,3,3100,3100,0,0,3100,26,0,0,722584
516,39-1700,2012,78.0,1,188.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,296,657,709,722768
517,39-1700,2012,84.0,1,147.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,10120,10000,0,120,10000,291,832,844,722813
518,39-1700,2012,3.0,4,3.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,3,4,3,5,3,1,0,0,0,0,0,0,0,0,722865
519,39-1700,2012,40.0,4,40.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,5,3,3,600,600,0,0,600,0,0,0,722885
520,39-1700,2012,31.0,1,54.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,4,3,4,2,3,21900,21900,0,0,21900,294,0,0,722895
521,39-1700,2012,25.0,4,25.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,3,1,8400,0,0,0,0,70,0,0,722928
522,39-1700,2012,48.0,1,72.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,1000,1000,0,0,1000,365,0,0,722959
523,39-1700,2012,214.0,1,214.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,3800,3800,0,0,3800,31,0,0,722995
524,39-1700,2012,72.0,1,147.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2600,2600,0,0,2600,395,0,0,723240
525,39-1700,2012,106.0,1,311.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,2,1,3,20000,20000,0,0,20000,501,1635,1654,723337
526,39-1700,2012,94.0,1,139.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,3,4,3,5,3,3,20000,20000,0,0,20000,169,802,814,723392
527,39-1700,2012,128.0,1,128.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,4000,4000,0,0,4000,33,1105,1129,723393
528,39-1801,2012,85.0,1,99.0,1,21,6,1,0,0,3,2,2,1,1,1,6,3,30,1,1,1,1,4,3,3,400,400,0,0,400,368,0,0,730194
529,39-1801,2012,71.0,1,88.0,1,21,6,1,0,0,3,2,2,2,1,1,8,3,30,1,1,1,1,3,3,1,0,0,0,0,0,501,0,0,730242
530,39-1801,2012,131.0,1,151.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,4,1,5,3,3,10000,10000,0,0,10000,444,0,0,730383
531,39-1801,2012,140.0,1,175.0,1,21,6,1,0,0,4,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,6000,0,0,0,6000,311,732,804,730685
532,39-1801,2012,129.0,1,175.0,1,21,6,1,0,3,4,1,1,1,1,1,7,3,30,1,1,1,1,3,1,3,2300,2300,0,0,2300,128,0,0,730721
533,39-1802,2012,66.0,1,91.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,3000,3000,0,0,3000,501,0,0,736064
534,39-1802,2012,83.0,1,95.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,412,1705,1719,736559
535,39-1803,2012,143.0,1,138.0,1,21,6,1,0,0,3,2,1,1,2,1,7,1,10,2,2,1,3,5,1,3,9000,9000,0,0,9000,209,742,749,741493
536,39-1803,2012,72.0,1,67.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,26000,26000,0,0,26000,338,305,319,741597
537,39-1803,2012,123.0,1,138.0,1,21,6,1,0,0,3,2,1,1,2,2,6,3,30,1,1,1,1,3,3,3,1200,1200,0,0,1200,10,0,0,741628
538,39-1803,2012,124.0,1,171.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,9600,9600,0,0,9600,81,632,654,741675
539,39-1803,2012,75.0,1,105.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,6000,6000,0,0,6000,51,1605,1614,741740
540,39-1803,2012,75.0,1,106.0,1,21,6,1,0,0,3,2,1,1,2,1,7,2,20,2,1,1,2,4,3,2,0,0,0,0,0,1,0,0,741741
541,39-1803,2012,121.0,1,117.0,1,21,6,1,0,2,4,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,17300,17300,0,0,17300,116,1625,1659,741806
542,39-1803,2012,136.0,1,187.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,42,832,844,741808
543,39-1803,2012,136.0,1,187.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,14400,14400,0,0,14400,122,0,0,741809
544,39-1803,2012,130.0,1,130.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,14000,14000,0,0,14000,117,1205,1234,741903
545,39-1803,2012,241.0,1,416.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,286,732,749,742112
546,39-1803,2012,241.0,1,417.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,11200,11200,0,0,11200,286,2215,2234,742113
547,39-1804,2012,39.0,1,76.0,1,21,6,1,0,0,3,2,2,2,2,1,5,1,10,2,2,4,3,5,3,3,11000,2800,0,0,2800,361,702,734,746188
548,39-1804,2012,39.0,1,73.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,28700,28700,0,0,28700,361,717,739,746189
549,39-1804,2012,72.0,1,71.0,1,21,6,1,0,0,3,2,2,1,1,1,7,1,10,2,2,4,3,5,3,3,1000,1000,0,0,1000,8,1505,1509,746565
550,39-1804,2012,72.0,1,122.0,1,21,6,1,0,0,3,2,2,1,1,1,8,3,30,1,1,1,3,4,2,3,9800,9800,0,0,9800,83,0,0,746566
551,39-1805,2012,80.0,1,98.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,2500,2500,0,0,2500,375,632,704,751320
552,39-1805,2012,62.0,1,98.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,31000,31000,0,0,31000,501,732,739,751445
553,39-1805,2012,28.0,1,33.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,21000,21000,0,0,21000,362,647,659,751475
554,39-1805,2012,115.0,1,130.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,1,3,3000,3000,0,0,3000,501,0,0,751628
555,39-1805,2012,89.0,1,97.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2400,2400,0,0,2400,415,1525,1534,751738
556,39-1805,2012,81.0,1,81.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,24000,24000,0,0,24000,490,1735,1754,751740
557,39-1805,2012,20.0,1,28.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,2,5,3,3,15000,15000,0,0,15000,501,902,924,751792
558,39-1805,2012,111.0,1,122.0,1,21,6,1,0,0,3,1,1,1,1,1,6,3,30,1,1,1,2,3,3,2,0,0,0,0,0,179,0,0,751836
559,39-1900,2012,72.0,1,97.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,21000,21000,0,0,21000,501,732,754,756820
560,39-1900,2012,315.0,1,536.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,5900,5900,0,0,5900,50,602,634,757431
561,39-200,2012,43.0,1,51.0,1,21,6,1,0,0,3,2,2,2,1,1,5,1,10,2,2,4,3,5,3,3,8000,8000,0,0,8000,210,1635,1644,766306
562,39-200,2012,250.0,1,572.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,34000,34000,0,0,34000,462,1715,1734,766468
563,39-200,2012,74.0,1,106.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,3000,3000,0,0,3000,348,1335,1354,766583
564,39-200,2012,26.0,4,26.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,2,3,3,3,3500,3500,0,0,3500,0,0,0,766607
565,39-200,2012,278.0,1,278.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,18500,18500,0,0,18500,156,732,734,766725
566,39-200,2012,106.0,1,112.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,2,3,3,3,5500,5500,0,0,5500,83,0,0,766778
567,39-200,2012,49.0,1,92.0,1,21,6,1,0,0,3,2,2,2,1,1,4,3,30,1,1,1,1,5,3,1,0,0,0,0,0,159,0,0,766795
568,39-200,2012,626.0,1,655.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,1,2,4,3,3,9100,9100,0,0,9100,77,0,0,766992
569,39-2000,2012,22.0,1,24.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,12,2,2,3,3,5,3,3,12000,12000,0,0,12000,501,0,0,773911
570,39-2000,2012,66.0,1,80.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,1,2,0,0,0,0,0,501,0,0,773922
571,39-2000,2012,102.0,1,115.0,1,21,6,1,0,0,3,2,1,1,2,1,7,3,30,1,3,4,3,5,3,1,0,0,0,0,0,69,0,0,774009
572,39-2000,2012,9.0,4,9.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,800,5000,0,-4700,5500,0,822,829,774055
573,39-2000,2012,84.0,1,70.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,9000,9000,0,0,9000,177,1445,1454,774098
574,39-2000,2012,55.0,1,48.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,3,3,1,0,0,0,0,0,298,0,0,774187
575,39-2000,2012,46.0,1,50.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,7840,7300,0,40,7800,449,0,0,774267
576,39-2000,2012,23.0,3,23.0,1,21,6,1,0,0,3,2,1,1,2,1,4,3,30,1,3,4,3,5,3,3,50000,0,0,0,50000,0,0,0,774305
577,39-2000,2012,76.0,4,76.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,0,0,0,774330
578,39-2000,2012,67.0,1,75.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,2,0,0,0,0,0,145,0,0,774405
579,39-2000,2012,37.0,1,43.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,1,5,3,3,10000,10000,0,0,10000,249,732,744,774431
580,39-2000,2012,109.0,4,109.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,800,5000,0,-4700,5500,0,822,829,774454
581,39-2000,2012,52.0,1,52.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,255,405,419,774532
582,39-2000,2012,23.0,4,23.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,1,0,0,0,0,0,0,0,0,774612
583,39-2000,2012,64.0,1,64.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,6500,6500,0,0,6500,54,1205,1209,774650
584,39-2000,2012,64.0,1,85.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2500,2500,0,0,2500,21,1105,1109,774651
585,39-2000,2012,64.0,1,86.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,1500,1500,0,0,1500,13,902,909,774652
586,39-2000,2012,40.0,1,44.0,1,21,6,1,0,0,3,2,2,1,1,1,6,1,10,2,2,1,1,5,1,3,20000,20000,0,0,20000,172,732,819,774706
587,39-2100,2012,91.0,1,74.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,3,2,4,1,3,2000,2000,0,0,2000,275,1405,1409,781198
588,39-2100,2012,97.0,1,133.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,7100,7100,0,0,7100,501,502,524,781251
589,39-2100,2012,35.0,1,27.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,14000,14000,0,0,14000,501,1435,1519,781293
590,39-2100,2012,83.0,1,187.0,1,21,6,1,0,0,3,2,2,2,1,1,4,1,10,2,2,4,3,5,3,3,3100,3100,0,0,3100,282,952,1004,781442
591,39-2100,2012,56.0,1,78.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,16000,16000,0,0,16000,164,1535,1559,781717
592,39-2200,2012,133.0,1,133.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,101,0,0,788248
593,39-2200,2012,90.0,1,106.0,1,21,6,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,3,15600,15600,0,0,15600,263,0,0,788275
594,39-2200,2012,115.0,1,119.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,8000,8000,0,0,8000,501,832,849,788323
595,39-2200,2012,59.0,1,77.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,30000,30000,0,0,30000,451,1605,1629,788367
596,39-2200,2012,79.0,1,103.0,1,21,6,1,0,0,3,1,1,1,1,1,5,2,20,2,1,1,2,4,3,3,430,430,0,0,430,253,0,0,788600
597,39-2200,2012,129.0,1,177.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,2000,2000,0,0,2000,260,602,734,788927
598,39-2300,2012,55.0,1,51.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,25000,25000,0,0,25000,501,732,759,794695
599,39-2300,2012,143.0,4,143.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2000,2000,0,0,2000,0,0,0,794773
600,39-2300,2012,54.0,1,55.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,1,1,5,3,3,21000,21000,0,0,21000,262,2255,2259,794821
601,39-2300,2012,5.0,4,5.0,1,21,6,1,0,0,3,2,1,1,2,1,6,3,30,1,1,1,1,5,3,1,8400,0,0,0,0,70,0,0,795015
602,39-2300,2012,74.0,1,67.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,4900,4900,0,0,4900,175,0,0,795046
603,39-2300,2012,404.0,1,405.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,12,2,1,3,3,5,3,3,8000,8000,0,0,8000,67,0,0,795128
604,39-2300,2012,69.0,4,69.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,4,3,4,2,3,2000,2000,0,0,2000,0,0,0,795196
605,39-2300,2012,106.0,4,106.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2000,2000,0,0,2000,0,0,0,795239
606,39-2300,2012,72.0,4,72.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2000,2000,0,0,2000,0,0,0,795267
607,39-2300,2012,74.0,1,37.0,1,21,6,1,0,0,3,2,2,2,1,1,4,3,30,1,1,1,1,4,1,3,2000,2000,0,0,2000,251,0,0,795315
608,39-2300,2012,13.0,4,13.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,4,3,4,2,3,2000,2000,0,0,2000,0,0,0,795397
609,39-2300,2012,197.0,1,160.0,1,21,6,1,0,0,3,1,1,1,1,1,7,3,30,1,1,4,1,5,1,3,20500,19000,0,0,19000,234,0,0,795434
610,39-2300,2012,134.0,4,134.0,1,21,6,1,0,0,3,2,2,2,1,1,7,2,20,2,1,4,3,4,2,3,2000,2000,0,0,2000,0,0,0,795436
611,39-2300,2012,66.0,1,131.0,1,21,6,1,0,0,3,1,1,1,1,1,6,2,20,2,1,1,2,4,3,3,7000,7000,0,0,7000,59,0,0,795491
612,39-2300,2012,68.0,1,133.0,1,21,1,1,0,0,3,2,2,2,1,1,6,2,20,2,1,1,2,4,3,2,0,0,0,0,0,412,0,0,795537
613,39-2300,2012,98.0,1,64.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,7600,7000,0,0,7000,455,647,659,795710
614,39-2300,2012,17.0,4,17.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2000,2000,0,0,2000,0,0,0,795718
615,39-2400,2012,17.0,1,27.0,1,21,6,1,0,0,3,1,1,1,1,1,10,1,10,2,2,4,3,5,3,3,4500,4500,0,0,4500,311,1405,1409,803394
616,39-2400,2012,44.0,1,78.0,1,21,6,1,0,0,3,2,2,2,1,1,6,3,30,1,1,1,1,5,3,2,0,0,0,0,0,411,0,0,803515
617,39-2400,2012,16.0,1,20.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,5000,5000,0,0,5000,327,902,909,803588
618,39-2400,2012,215.0,1,215.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,12000,12000,0,0,12000,100,602,614,803935
619,39-2500,2012,316.0,1,429.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,8500,8500,0,0,8500,72,2105,2109,810401
620,39-2500,2012,54.0,1,75.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,500,500,0,0,500,501,802,809,810487
621,39-2500,2012,19.0,4,19.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,2500,2300,0,0,2500,0,742,759,810739
622,39-2500,2012,198.0,1,175.0,1,21,6,1,0,0,3,1,1,1,1,1,7,1,10,2,2,4,3,5,3,3,22000,22000,0,0,22000,403,702,709,810904
623,39-2500,2012,31.0,1,31.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,50000,50000,0,0,50000,420,802,809,811088
624,39-2500,2012,30.0,1,30.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,19000,19000,0,0,19000,122,532,554,811162
625,39-2600,2012,24.0,1,15.0,1,21,6,1,0,0,3,2,2,1,1,1,8,1,10,2,2,4,3,5,3,3,10000,10000,0,0,10000,501,717,724,816807
626,39-2600,2012,28.0,1,100.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,15000,15000,0,0,15000,318,532,549,817215
627,39-2600,2012,45.0,1,54.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,1600,1600,0,0,1600,418,0,0,817307
628,39-2600,2012,86.0,1,102.0,1,21,6,1,0,0,3,2,2,2,1,1,8,1,10,2,2,4,3,5,3,3,27500,27500,0,0,27500,501,2215,2234,817469
629,39-2600,2012,32.0,1,32.0,1,21,1,1,0,0,3,2,2,1,1,1,6,1,10,2,2,4,3,5,3,3,20800,20800,0,0,20800,183,702,729,817640
630,39-2600,2012,182.0,1,180.0,1,21,6,1,0,0,3,2,2,2,2,1,7,3,30,1,1,1,1,3,3,1,8100,0,0,0,0,194,0,0,817673
631,39-2600,2012,107.0,1,108.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,4700,4700,0,0,4700,216,802,819,817690
632,39-2700,2012,106.0,1,134.0,1,21,6,1,0,0,3,2,2,2,1,1,6,1,10,2,2,4,3,5,3,3,8000,8000,0,0,8000,413,832,849,825306
633,39-2700,2012,70.0,4,70.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,4204,4200,0,4,4200,0,0,0,825365
634,39-2700,2012,72.0,4,72.0,1,21,6,1,0,0,3,2,2,2,1,1,7,1,10,2,2,4,3,5,3,3,160,160,0,0,160,0,0,0,825394
635,39-2700,2012,21.0,4,21.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2500,2500,0,0,2500,0,0,0,825432
636,39-2700,2012,88.0,4,88.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2500,2500,0,0,2500,0,0,0,825548
637,39-2700,2012,36.0,4,36.0,1,21,6,1,0,0,3,2,2,2,1,1,7,3,30,1,1,1,1,5,3,3,2500,2500,0,0,2500,0,0,0,825635
638,39-2700,2012,111.0,1,208.0,1,21,6,1,0,0,3,1,1,1,1,1,6,1,10,2,2,4,3,5,3,3,24000,24000,0,0,24000,262,552,604,825664
